bucket,locale,classification,line_count,pivot_line_count,tail_delta,file_bytes
LocationDialogue Location4,Korean,present,400,400,0,36765
LocationDialogue Location4,Persian,present,400,400,0,43130
LocationDialogue Location4,Polish,present,400,400,0,35439
LocationDialogue Location4,Portugues Portugal,present,400,400,0,35546
LocationDialogue Location4,Português-Brasil,present,400,400,0,35708
LocationDialogue Location4,Pre-revolutionaryRussian,present,400,400,0,39754
LocationDialogue Location4,Romanian,present,400,400,0,35452
LocationDialogue Location4,Russian,present,400,400,0,39227
LocationDialogue Location4,Serbian (Latin),present,400,400,0,34829
LocationDialogue Location4,Slovak,present,400,400,0,35173
LocationDialogue Location4,Spanish (LatinAmerica),present,400,400,0,35426
LocationDialogue Location4,Spanish (Spain),present,400,400,0,36106
LocationDialogue Location4,Swedish,present,400,400,0,35744
LocationDialogue Location4,Thai,present,400,400,0,43529
LocationDialogue Location4,Turkish,present,400,400,0,35441
LocationDialogue Location4,Ukrainian,present,400,400,0,39176
LocationDialogue Location4,Vietnamese,present,400,400,0,38145
LocationDialogue Location5,Arabic,present,6,6,0,602
LocationDialogue Location5,Arabic (Egyptian),present,6,6,0,572
LocationDialogue Location5,Belarusian,present,6,6,0,594
LocationDialogue Location5,Bulgarian,present,6,6,0,563
LocationDialogue Location5,ChineseSimplified,present,6,6,0,537
LocationDialogue Location5,ChineseTraditional,present,6,6,0,537
LocationDialogue Location5,Croatian,present,6,6,0,545
LocationDialogue Location5,Czech,present,6,6,0,543
LocationDialogue Location5,English,present,6,6,0,535
LocationDialogue Location5,Filipino,present,6,6,0,537
LocationDialogue Location5,French,present,6,6,0,575
LocationDialogue Location5,German,present,6,6,0,551
LocationDialogue Location5,Hungarian,present,6,6,0,541
LocationDialogue Location5,Indonesia,present,6,6,0,542
LocationDialogue Location5,Italian,present,6,6,0,542
LocationDialogue Location5,Japanese,present,6,6,0,555
LocationDialogue Location5,Kazakh,present,6,6,0,587
LocationDialogue Location5,Korean,present,6,6,0,558
LocationDialogue Location5,Persian,present,6,6,0,667
LocationDialogue Location5,Polish,present,6,6,0,550
LocationDialogue Location5,Portugues Portugal,present,6,6,0,564
LocationDialogue Location5,Português-Brasil,present,6,6,0,552
LocationDialogue Location5,Pre-revolutionaryRussian,present,6,6,0,600
LocationDialogue Location5,Romanian,present,6,6,0,539
LocationDialogue Location5,Russian,present,6,6,0,595
LocationDialogue Location5,Serbian (Latin),present,6,6,0,544
LocationDialogue Location5,Slovak,present,6,6,0,549
LocationDialogue Location5,Spanish (LatinAmerica),present,6,6,0,560
LocationDialogue Location5,Spanish (Spain),present,6,6,0,558
LocationDialogue Location5,Swedish,present,6,6,0,563
LocationDialogue Location5,Thai,present,6,6,0,633
LocationDialogue Location5,Turkish,present,6,6,0,543
LocationDialogue Location5,Ukrainian,present,6,6,0,593
LocationDialogue Location5,Vietnamese,present,6,6,0,542
LocationDialogue Location6,Arabic,present,150,150,0,15814
LocationDialogue Location6,Arabic (Egyptian),present,150,150,0,16334
LocationDialogue Location6,Belarusian,present,150,150,0,15779
LocationDialogue Location6,Bulgarian,present,150,150,0,15400
LocationDialogue Location6,ChineseSimplified,present,150,150,0,13838
LocationDialogue Location6,ChineseTraditional,present,150,150,0,13835
LocationDialogue Location6,Croatian,present,150,150,0,13585
LocationDialogue Location6,Czech,present,150,150,0,13613
LocationDialogue Location6,English,present,150,150,0,13788
LocationDialogue Location6,Filipino,present,150,150,0,13857
LocationDialogue Location6,French,present,150,150,0,14488
LocationDialogue Location6,German,present,150,150,0,14040
LocationDialogue Location6,Hungarian,present,150,150,0,13687
LocationDialogue Location6,Indonesia,present,150,150,0,14096
LocationDialogue Location6,Italian,present,150,150,0,13786
LocationDialogue Location6,Japanese,present,150,150,0,14843
LocationDialogue Location6,Kazakh,present,150,150,0,16307
LocationDialogue Location6,Korean,present,150,150,0,14367
LocationDialogue Location6,Persian,present,150,150,0,17139
LocationDialogue Location6,Polish,present,150,150,0,13618
LocationDialogue Location6,Portugues Portugal,present,150,150,0,13900
LocationDialogue Location6,Português-Brasil,present,150,150,0,13801
LocationDialogue Location6,Pre-revolutionaryRussian,present,150,150,0,15965
LocationDialogue Location6,Romanian,present,150,150,0,13722
LocationDialogue Location6,Russian,present,150,150,0,15740
LocationDialogue Location6,Serbian (Latin),present,150,150,0,13474
LocationDialogue Location6,Slovak,present,150,150,0,13630
LocationDialogue Location6,Spanish (LatinAmerica),present,150,150,0,13715
LocationDialogue Location6,Spanish (Spain),present,150,150,0,14064
LocationDialogue Location6,Swedish,present,150,150,0,13973
LocationDialogue Location6,Thai,present,150,150,0,17740
LocationDialogue Location6,Turkish,present,149,150,-1,13703
LocationDialogue Location6,Ukrainian,present,150,150,0,15751
LocationDialogue Location6,Vietnamese,present,150,150,0,14838
LocationDialogue Location7,Arabic,present,837,837,0,87850
LocationDialogue Location7,Arabic (Egyptian),present,837,837,0,90457
LocationDialogue Location7,Belarusian,present,837,837,0,85712
LocationDialogue Location7,Bulgarian,present,837,837,0,84924
LocationDialogue Location7,ChineseSimplified,present,837,837,0,76851
LocationDialogue Location7,ChineseTraditional,present,837,837,0,76829
LocationDialogue Location7,Croatian,present,837,837,0,75763
LocationDialogue Location7,Czech,present,837,837,0,77728
LocationDialogue Location7,English,present,837,837,0,76684
LocationDialogue Location7,Filipino,present,837,837,0,77638
LocationDialogue Location7,French,present,837,837,0,80602
LocationDialogue Location7,German,present,837,837,0,78267
LocationDialogue Location7,Hungarian,present,837,837,0,75991
LocationDialogue Location7,Indonesia,present,837,837,0,77621
LocationDialogue Location7,Italian,present,837,837,0,76567
LocationDialogue Location7,Japanese,present,837,837,0,81489
LocationDialogue Location7,Kazakh,present,837,837,0,88194
LocationDialogue Location7,Korean,present,837,837,0,79530
LocationDialogue Location7,Persian,present,837,837,0,93199
LocationDialogue Location7,Polish,present,837,837,0,76913
LocationDialogue Location7,Portugues Portugal,present,837,837,0,77508
LocationDialogue Location7,Português-Brasil,present,837,837,0,77057
LocationDialogue Location7,Pre-revolutionaryRussian,present,837,837,0,86919
LocationDialogue Location7,Romanian,present,837,837,0,76727
LocationDialogue Location7,Russian,present,837,837,0,85787
LocationDialogue Location7,Serbian (Latin),present,837,837,0,75485
LocationDialogue Location7,Slovak,present,837,837,0,76228
LocationDialogue Location7,Spanish (LatinAmerica),present,837,837,0,77624
LocationDialogue Location7,Spanish (Spain),present,837,837,0,77705
LocationDialogue Location7,Swedish,present,837,837,0,77781
LocationDialogue Location7,Thai,present,837,837,0,96366
LocationDialogue Location7,Turkish,present,837,837,0,76205
LocationDialogue Location7,Ukrainian,present,837,837,0,85567
LocationDialogue Location7,Vietnamese,present,837,837,0,82273
LocationDialogue Location8,Arabic,present,84,84,0,8649
LocationDialogue Location8,Arabic (Egyptian),present,84,84,0,8771
LocationDialogue Location8,Belarusian,present,84,84,0,8538
LocationDialogue Location8,Bulgarian,present,84,84,0,8399
LocationDialogue Location8,ChineseSimplified,present,84,84,0,7653
LocationDialogue Location8,ChineseTraditional,present,84,84,0,7659
LocationDialogue Location8,Croatian,present,84,84,0,7596
LocationDialogue Location8,Czech,present,84,84,0,7612
LocationDialogue Location8,English,present,84,84,0,7597
LocationDialogue Location8,Filipino,present,84,84,0,7852
LocationDialogue Location8,French,present,84,84,0,8050
LocationDialogue Location8,German,present,84,84,0,7819
LocationDialogue Location8,Hungarian,present,84,84,0,7650
LocationDialogue Location8,Indonesia,present,84,84,0,7786
LocationDialogue Location8,Italian,present,84,84,0,7744
LocationDialogue Location8,Japanese,present,84,84,0,8259
LocationDialogue Location8,Kazakh,present,84,84,0,8820
LocationDialogue Location8,Korean,present,84,84,0,8011
LocationDialogue Location8,Persian,present,84,84,0,9516
LocationDialogue Location8,Polish,present,84,84,0,7769
LocationDialogue Location8,Portugues Portugal,present,84,84,0,7750
LocationDialogue Location8,Português-Brasil,present,84,84,0,7739
LocationDialogue Location8,Pre-revolutionaryRussian,present,84,84,0,8633
LocationDialogue Location8,Romanian,present,84,84,0,7698
LocationDialogue Location8,Russian,present,84,84,0,8542
LocationDialogue Location8,Serbian (Latin),present,84,84,0,7615
LocationDialogue Location8,Slovak,present,84,84,0,7596
LocationDialogue Location8,Spanish (LatinAmerica),present,84,84,0,7680
LocationDialogue Location8,Spanish (Spain),present,84,84,0,7642
LocationDialogue Location8,Swedish,present,84,84,0,7801
LocationDialogue Location8,Thai,present,84,84,0,9622
LocationDialogue Location8,Turkish,present,84,84,0,7692
LocationDialogue Location8,Ukrainian,present,84,84,0,8540
LocationDialogue Location8,Vietnamese,present,84,84,0,8226
LocationDialogue Location9,Arabic,present,87,87,0,8704
LocationDialogue Location9,Arabic (Egyptian),present,87,87,0,9084
LocationDialogue Location9,Belarusian,present,87,87,0,8538
LocationDialogue Location9,Bulgarian,present,87,87,0,8345
LocationDialogue Location9,ChineseSimplified,present,87,87,0,7728
LocationDialogue Location9,ChineseTraditional,present,87,87,0,7726
LocationDialogue Location9,Croatian,present,87,87,0,7652
LocationDialogue Location9,Czech,present,87,87,0,7763
LocationDialogue Location9,English,present,87,87,0,7733
LocationDialogue Location9,Filipino,present,87,87,0,7760
LocationDialogue Location9,French,present,87,87,0,8000
LocationDialogue Location9,German,present,87,87,0,7795
LocationDialogue Location9,Hungarian,present,87,87,0,7698
LocationDialogue Location9,Indonesia,present,87,87,0,7806
LocationDialogue Location9,Italian,present,87,87,0,7719
LocationDialogue Location9,Japanese,present,87,87,0,8246
LocationDialogue Location9,Kazakh,present,87,87,0,8707
LocationDialogue Location9,Korean,present,87,87,0,7969
LocationDialogue Location9,Persian,present,87,87,0,9200
LocationDialogue Location9,Polish,present,87,87,0,7753
LocationDialogue Location9,Portugues Portugal,present,87,87,0,7728
LocationDialogue Location9,Português-Brasil,present,87,87,0,7871
LocationDialogue Location9,Pre-revolutionaryRussian,present,87,87,0,8585
LocationDialogue Location9,Romanian,present,87,87,0,7727
LocationDialogue Location9,Russian,present,87,87,0,8500
LocationDialogue Location9,Serbian (Latin),present,87,87,0,7566
LocationDialogue Location9,Slovak,present,87,87,0,7668
LocationDialogue Location9,Spanish (LatinAmerica),present,87,87,0,7831
LocationDialogue Location9,Spanish (Spain),present,87,87,0,7823
LocationDialogue Location9,Swedish,present,87,87,0,7811
LocationDialogue Location9,Thai,present,87,87,0,9580
LocationDialogue Location9,Turkish,present,87,87,0,7609
LocationDialogue Location9,Ukrainian,present,87,87,0,8481
LocationDialogue Location9,Vietnamese,present,87,87,0,8215
